id,question_id,option_key,content,sort_order,created_at,updated_at,raw_text
5ee04d3b-996e-4c4d-8ce9-f4a2cff16bfa,335485fc-1553-46c4-a689-ad1d4672bd8a,d,"[{""html"":""<p>Immature cells with power to divide.</p>"",""type"":""text""}]",4,2026-09-03 07:00:44.074891+00,2026-09-03 07:00:44.074891+00,<p>Immature cells with power to divide.</p>
5ee53f23-ec4c-4640-9928-4b16264449e0,ec5a8792-5b4f-4c56-9057-099b3a5c3f09,c,"[{""html"":""<p>18 J, 0 J</p>"",""type"":""text""}]",3,2026-08-31 07:21:33.501517+00,2026-08-31 07:21:33.501517+00,"<p>18 J, 0 J</p>"
5eee0cb4-f1cf-404a-baf4-5e3c2ae3b10e,f78c6685-c07e-4550-a03d-7b10dd796cb0,c,"[{""html"":""<p>Phellogen</p>"",""type"":""text""}]",3,2026-09-02 08:39:13.847382+00,2026-09-02 08:39:13.847382+00,<p>Phellogen</p>
5f3c3513-8c8a-4e19-8175-25e0844fbeb3,704ef614-0d19-4a12-8e78-a8ecdcd5e842,b,"[{""html"":""(P)Secondary xylem (Q)Primary xylem (R)Secondary phloem (S)Primary phloem (T)Vascular cambium"",""type"":""text""}]",2,2026-09-03 11:42:43.78845+00,2026-09-03 11:42:43.78845+00,(P)Secondary xylem (Q)Primary xylem (R)Secondary phloem (S)Primary phloem (T)Vascular cambium
5f4ec05e-f606-4562-abee-ff811914fdbe,e13d4ed2-7405-45bd-ac08-683bd1268abf,a,"[{""html"":""<p>surrounding and system change are same</p>"",""type"":""text""}]",1,2026-08-31 07:16:10.008928+00,2026-08-31 07:16:10.008928+00,<p>surrounding and system change are same</p>
5f5290a0-d55d-4352-b87b-18fa6f6de8f0,a7bc75ca-b71a-42b9-9258-a71fc7b91763,d,"[{""html"":""<p>Purple and orange</p>"",""type"":""text""}]",4,2026-09-03 07:09:04.224661+00,2026-09-03 07:09:04.224661+00,<p>Purple and orange</p>
5f94c925-460a-4fa9-befa-90e3c371a545,06332787-22f9-48c7-bccf-9dc1f067b6b4,b,"[{""html"":""<p>\\( 50\\,\\text{cm} \\times 15\\,\\text{cm} \\)\\ surface</p>"",""type"":""text""}]",2,2026-09-03 07:20:38.168033+00,2026-09-03 07:20:38.168033+00,"<p>\( 50\,\text{cm} \times 15\,\text{cm} \)\ surface</p>"
5fd76c1d-cf1c-4588-943e-01b83958bf4a,8863be6f-434e-4a7e-84d6-70eaa66807ed,c,"[{""html"":""<p>anisogamy</p>"",""type"":""text""}]",3,2026-08-31 07:04:10.039157+00,2026-08-31 07:04:10.039157+00,<p>anisogamy</p>
6028386e-8c73-4e31-8825-6913decdeb00,81a5f3fa-758b-46b3-8d59-b8c7fab9edb1,c,"[{""html"":""<p>Fabaceae<br></p>"",""type"":""text""}]",3,2026-09-02 09:58:02.341807+00,2026-09-02 09:58:02.341807+00,<p>Fabaceae<br></p>
60285fcd-161a-461f-99bd-36496248dba8,b44eccba-153c-404d-b5cf-9746567a678a,d,"[{""html"":""<p>both (b) and (c)</p>"",""type"":""text""}]",4,2026-09-02 07:02:45.726961+00,2026-09-02 07:02:45.726961+00,<p>both (b) and (c)</p>
6038a087-447f-4952-a061-0de56dddb3f6,9e3730a7-258a-4936-980f-1aa9cfb05f50,a,"[{""html"":""<p>The result illustrates the law of conservation of mass.</p>"",""type"":""text""}]",1,2026-08-31 08:02:01.682341+00,2026-08-31 08:02:01.682341+00,<p>The result illustrates the law of conservation of mass.</p>
60acb1ea-c0c1-4065-aa1d-30dd1e4db9bd,e9d27bdd-b641-4f69-a0d4-800f738c2a38,b,"[{""html"":""<p>candela<br><br></p>"",""type"":""text""}]",2,2026-08-31 06:34:54.592018+00,2026-08-31 06:34:54.592018+00,<p>candela<br><br></p>
60bdb5c6-4c98-45aa-8092-ad539a33c3e3,15b7dcee-111b-4318-aa90-5be881a2b40a,b,"[{""html"":""<p>(i) Conjoint   (ii) Radial</p>"",""type"":""text""}]",2,2026-09-02 09:29:09.366803+00,2026-09-02 09:29:09.366803+00,<p>(i) Conjoint   (ii) Radial</p>
60dc7b0c-7a82-407d-95d1-f3ec8b0e5598,a69e5141-c5fe-401a-9877-cddea6e00d7c,c,"[{""html"":"""",""type"":""text""}]",3,2026-09-03 12:03:21.29454+00,2026-09-03 12:03:21.29454+00,
6115c734-9a93-49fa-82ba-91d39ac0c2ec,75574afa-a4b7-45d8-9364-fd2bf2c32a99,b,"[{""html"":""<p>2 N</p>"",""type"":""text""}]",2,2026-09-02 16:08:21.924682+00,2026-09-02 16:08:21.924682+00,<p>2 N</p>
613faccb-0122-4ec4-9096-8507c9a77283,0c6b3947-3a3f-4008-afc1-1029a3002c54,c,"[{""html"":""<p>R </p>"",""type"":""text""}]",3,2026-09-03 06:36:43.719687+00,2026-09-03 06:36:43.719687+00,<p>R </p>
616197f8-e2e4-458b-b384-433c1e53ab15,22b960ea-4c93-4b4d-b14d-b09169a3e323,a,"[{""html"":""<p>2</p>"",""type"":""text""}]",1,2026-09-03 07:54:12.233896+00,2026-09-03 07:54:12.233896+00,<p>2</p>
6173349d-8a74-486b-b97e-a0e05977c13c,772caea8-6531-4346-be87-16b54273b385,d,"[{""html"":""<p>Three end to end overlaps</p>"",""type"":""text""}]",4,2026-09-03 07:20:45.810429+00,2026-09-03 07:20:45.810429+00,<p>Three end to end overlaps</p>
61c21fcc-99ba-431d-a8d1-bd3589459f20,6c868e58-6bf9-4742-8775-e673a1d9fdeb,c,"[{""html"":""<p> \\( 5\\alpha^{-2}\\beta^{-1}\\gamma^{-2} \\) </p>"",""type"":""text""}]",3,2026-08-31 08:12:02.353081+00,2026-08-31 08:12:02.353081+00,<p> \( 5\alpha^{-2}\beta^{-1}\gamma^{-2} \) </p>
62060344-4c66-4434-953c-f78e3bca67e3,6e0c5bdd-e1c8-42bf-9169-eca08b1d26ca,c,"[{""html"":""<p>0.0048 = 4.8 × 10⁻³</p>"",""type"":""text""}]",3,2026-08-31 08:04:34.317078+00,2026-08-31 08:04:34.317078+00,<p>0.0048 = 4.8 × 10⁻³</p>
620755a7-a3c6-4042-80ac-7b40e4c4cb62,77239264-d627-4215-92ad-c3db81f9814a,b,"[{""html"":""<p>6.023 × 10²², 15 × 10²²</p>"",""type"":""text""}]",2,2026-08-31 06:46:50.744517+00,2026-08-31 06:46:50.744517+00,"<p>6.023 × 10²², 15 × 10²²</p>"
628b4a19-770a-4961-97e0-2be055702893,803f3a98-2496-4202-807f-4b2c9e1caf31,c,"[{""html"":""<p>Grass</p>"",""type"":""text""}]",3,2026-09-03 06:48:27.871449+00,2026-09-03 06:48:27.871449+00,<p>Grass</p>
6293e6ec-fdb8-4c15-abb6-d8023049520b,b98c4295-86cc-475e-82b0-b3e104f01b66,c,"[{""html"":""<p>Ulothrix</p>"",""type"":""text""}]",3,2026-08-31 08:11:53.949332+00,2026-08-31 08:11:53.949332+00,<p>Ulothrix</p>
6297470b-fc51-4fc8-9e7e-16d995e790f4,5ae7b2ad-626e-44fc-b39e-ecb8a947bf47,a,"[{""html"":""<p>Sclerenchyma</p>"",""type"":""text""}]",1,2026-09-02 08:13:53.2786+00,2026-09-02 08:13:53.2786+00,<p>Sclerenchyma</p>
62a18f21-1be1-47d6-a721-4e467fbdc793,c2c44dbc-fa89-48e9-a368-f06330f52079,c,"[{""html"":""<p>0.6 m s <sup>-2</sup></p>"",""type"":""text""}]",3,2026-09-01 12:35:49.451613+00,2026-09-01 12:35:49.451613+00,<p>0.6 m s <sup>-2</sup></p>
62d5c194-328e-4c40-b6c0-d262a6d5f8ee,53956125-a8b3-4fa3-a3c5-d69da8b0e5f8,c,"[{""html"":""Grass, mango and banyan respectively"",""type"":""text""}]",3,2026-09-03 10:10:45.757655+00,2026-09-03 10:10:45.757655+00,"Grass, mango and banyan respectively"
62f26807-f9c9-45c0-8068-43c1271de498,38a1c725-9f73-4b22-85a0-43947d61c160,d,"[{""html"":""<p>Zero</p>"",""type"":""text""}]",4,2026-09-02 12:31:02.379888+00,2026-09-02 12:31:02.379888+00,<p>Zero</p>
63c5b8a1-3ae8-4f09-a23f-15fb58f9b137,cf38eb08-90ef-47bc-9346-526d593e4d8b,d,"[{""html"":""<p>Cortical cell</p>"",""type"":""text""}]",4,2026-09-02 08:22:30.798877+00,2026-09-02 08:22:30.798877+00,<p>Cortical cell</p>
63d4dfce-613b-46ce-8016-6901cd6ed0fc,e7253939-36eb-4ddc-a171-460727aba50b,a,"[{""html"":""<p>If both X and Y are highly electropositive.</p>"",""type"":""text""}]",1,2026-09-03 06:33:36.37103+00,2026-09-03 06:33:36.37103+00,<p>If both X and Y are highly electropositive.</p>
63d7c6d4-a363-41fe-92fe-591844f5d4eb,2c64189d-ba66-4aaf-8d5a-1990b8b8eda9,a,"[{""html"":""<p><strong>X. </strong>Micropyle     <strong>Y. </strong>Hilum</p>"",""type"":""text""}]",1,2026-09-02 08:23:40.1555+00,2026-09-02 08:23:40.1555+00,<p><strong>X. </strong>Micropyle     <strong>Y. </strong>Hilum</p>
642bb3a6-d855-4f52-b49b-c5371745cbcd,0ee1ad4d-24f6-4132-8261-bbd548eba081,c,"[{""html"":""<p>Gay Lussac's law of gaseous volumes</p>"",""type"":""text""}]",3,2026-08-31 09:12:25.944032+00,2026-08-31 09:12:25.944032+00,<p>Gay Lussac's law of gaseous volumes</p>
6450210e-b7a9-4ae8-9a4b-a6c811b84615,8863be6f-434e-4a7e-84d6-70eaa66807ed,a,"[{""html"":""<p>oogamy</p>"",""type"":""text""}]",1,2026-08-31 07:04:10.039157+00,2026-08-31 07:04:10.039157+00,<p>oogamy</p>
64b3692d-66d3-405f-a605-41a8697afced,8c605c31-1f8b-42ae-898f-47c9fe0e6d4f,d,"[{""html"":""<p>Both (b) and (c)</p>"",""type"":""text""}]",4,2026-09-01 12:21:57.742547+00,2026-09-01 12:21:57.742547+00,<p>Both (b) and (c)</p>
64ba550f-d9e9-4160-a6df-dc292122e787,5590ae72-cc4e-4f30-a8ec-cfe58b76b8d8,d,"[{""html"":""<p> \\( 8\\ \\mathrm{m\\,s^{-2}} \\) </p>"",""type"":""text""}]",4,2026-09-01 07:38:07.986556+00,2026-09-01 07:38:07.986556+00,"<p> \( 8\ \mathrm{m\,s^{-2}} \) </p>"
64d799d5-2293-4170-a632-0df3bb9e965a,107584eb-4170-4264-8c4c-e5e2c023de5d,b,"[{""html"":""<p>(I), (ii) and (iv)</p>"",""type"":""text""}]",2,2026-09-03 07:38:00.399115+00,2026-09-03 07:38:00.399115+00,"<p>(I), (ii) and (iv)</p>"
64f1b441-b849-411c-b042-d472776b531a,5709f06c-d6c6-4d81-affe-4c8f8d2d70a2,c,"[{""html"":""<p>derived  units</p>"",""type"":""text""}]",3,2026-08-31 09:02:35.494528+00,2026-08-31 09:02:35.494528+00,<p>derived  units</p>
6506ff69-8b10-4fa9-b3c6-7bce52752842,c4f3ed21-02b1-4fa7-a3a6-915c297021ad,c,"[{""html"":""<p>1 light year = 9.46 × 10¹⁵ m<br><br></p>"",""type"":""text""}]",3,2026-08-31 06:23:23.875373+00,2026-08-31 06:23:23.875373+00,<p>1 light year = 9.46 × 10¹⁵ m<br><br></p>
652f87d0-72e8-42ac-83b1-16246f4787dd,db7ee58c-3b30-44a7-97d0-c6fd56b46654,c,"[{""html"":""<p>Placed at different places in different plants</p>"",""type"":""text""}]",3,2026-09-02 08:26:31.174978+00,2026-09-02 08:26:31.174978+00,<p>Placed at different places in different plants</p>
653980fc-2ff8-4b40-a537-752b1fd4868c,d63dc4c2-cc71-4ef7-80bf-acd57cd7172f,a,"[{""html"":""<p>Temperature</p>"",""type"":""text""}]",1,2026-08-31 09:13:08.407136+00,2026-08-31 09:13:08.407136+00,<p>Temperature</p>
6553a32d-a9e5-4e41-9244-cada5e05b56e,a77f16f9-1a11-41d7-98f8-2c12c00f6329,a,"[{""html"":""<p>Lone pair – lone pair &gt; bond pair – bond pair &gt; lone pair – bond pair</p>"",""type"":""text""}]",1,2026-09-03 06:54:43.078336+00,2026-09-03 06:54:43.078336+00,<p>Lone pair – lone pair &gt; bond pair – bond pair &gt; lone pair – bond pair</p>
655aa2ff-ca8f-4135-bdba-c2fec47f94b8,4ad6be35-938b-41b7-a491-fde25e457107,a,"[{""html"":""<p>It is possible for an object to have motion in the absence of forces on the object.</p>"",""type"":""text""}]",1,2026-09-02 11:33:35.845542+00,2026-09-02 11:33:35.845542+00,<p>It is possible for an object to have motion in the absence of forces on the object.</p>
6584de8e-07a6-41ba-af37-fb4ee6ddfa14,242fded6-2d6f-4489-9595-e4ee8672d2b4,d,"[{""html"":""<p>All of these</p>"",""type"":""text""}]",4,2026-08-31 07:56:38.379661+00,2026-08-31 07:56:38.379661+00,<p>All of these</p>
65b92ede-c651-45dd-8522-5894386397fb,d67d114c-1246-4ae6-a9cb-61af0a184c85,b,"[{""html"":""<p>Inertia of rest stops the bus and takes the body forward.</p>"",""type"":""text""}]",2,2026-09-02 12:14:57.151958+00,2026-09-02 12:14:57.151958+00,<p>Inertia of rest stops the bus and takes the body forward.</p>
65b93520-7bd9-453e-82e7-bb0de6a195bb,20bc409b-9791-4ab8-aef0-ddf189684664,a,"[{""html"":""Total energy"",""type"":""text""}]",1,2026-09-03 08:30:27.080989+00,2026-09-03 08:30:27.080989+00,Total energy
65b95b31-2e4f-473c-8241-cbaf3c103e80,261d989f-f38f-48f2-afda-7b48b43c8b47,a,"[{""html"":""<p>10 N</p>"",""type"":""text""}]",1,2026-09-01 11:04:13.85918+00,2026-09-01 11:04:13.85918+00,<p>10 N</p>
65c4beb2-fc5a-44bb-84dc-cf87b0d178c8,65b60d89-b988-4cc0-8c41-445e7f7fc5a5,c,"[{""html"":""<p>q = −nRT log(V₁/V₂)</p>"",""type"":""text""}]",3,2026-08-31 07:20:25.209908+00,2026-08-31 07:20:25.209908+00,<p>q = −nRT log(V₁/V₂)</p>
65d3077d-8d6b-4bcc-b6f2-5c7d2f1aa294,5514a372-9977-4cde-b51d-6d5f23892c29,c,"[{""html"":""<p>35.029 V</p>"",""type"":""text""}]",3,2026-08-31 07:37:21.334387+00,2026-08-31 07:37:21.334387+00,<p>35.029 V</p>
65e68d77-85c8-4475-95f0-010dccce2c8a,c79c3151-1b39-426f-b488-449c97a20da2,c,"[{""html"":""<p>Eudorina</p>"",""type"":""text""}]",3,2026-08-31 07:29:24.353439+00,2026-08-31 07:29:24.353439+00,<p>Eudorina</p>
66000ba4-3032-4f25-ae89-1feded4cd680,1fd68823-38fb-4896-a3e1-75b1d3637383,a,"[{""html"":""<p>22</p>"",""type"":""text""}]",1,2026-09-03 08:26:48.286245+00,2026-09-03 08:26:48.286245+00,<p>22</p>
66141353-32ca-4612-99a1-26e6008f57df,e4b32cc4-fd13-4fdf-82bd-82a61a7cd566,a,"[{""html"":""<p>Artificial</p><p></p>"",""type"":""text""}]",1,2026-08-31 06:09:03.734234+00,2026-08-31 06:09:03.734234+00,<p>Artificial</p><p></p>
664ce9b9-92e7-4500-bcd5-65157e4bf331,dd15ffd1-1da5-46ab-9286-286a244a59cc,a,"[{""html"":""<p>Wave number and Rydberg’s constant</p>"",""type"":""text""}]",1,2026-08-31 06:09:11.283445+00,2026-08-31 06:09:11.283445+00,<p>Wave number and Rydberg’s constant</p>
666ce37c-5d78-4132-a2bd-08a4d5bdede6,83a6d3c8-7493-4660-9b45-3cb8edac3a19,b,"[{""html"":""<p>Can keep the body in equilibrium if 1 N and 2 N act at right angle.</p>"",""type"":""text""}]",2,2026-09-03 06:47:41.991358+00,2026-09-03 06:47:41.991358+00,<p>Can keep the body in equilibrium if 1 N and 2 N act at right angle.</p>
66d23750-1435-4064-ba5e-f81a76df2a81,8ddefb2b-0c20-421e-bf62-85d33e04e4b3,b,"[{""html"":""<p>Generate required centripetal force</p>"",""type"":""text""}]",2,2026-09-03 07:04:15.308134+00,2026-09-03 07:04:15.308134+00,<p>Generate required centripetal force</p>
66e7cd2c-aedc-467f-a0da-45eba3acbeaa,909b3d61-fe10-4a55-8825-57ccbbed59aa,a,"[{""html"":""<p>surface tension if a = 1, b = 1, c = −2</p>"",""type"":""text""}]",1,2026-08-31 07:18:35.539889+00,2026-08-31 07:18:35.539889+00,"<p>surface tension if a = 1, b = 1, c = −2</p>"
6702249e-4c64-4fa7-b068-cab24e40b072,c47649f4-c2ba-419d-a5bf-d00a876a1dac,a,"[{""html"":""<p>protein and starch</p><p></p>"",""type"":""text""}]",1,2026-08-31 08:02:11.080229+00,2026-08-31 08:02:11.080229+00,<p>protein and starch</p><p></p>
6735f9f6-4754-434c-a141-78a9bb2b0fe6,a5418854-03ea-4e13-9b53-b3e2049815cc,b,"[{""html"":""<p> \\( -\\frac{2}{3}\\,\\mathrm{kg\\,m\\,s^{-1}} \\) </p>"",""type"":""text""}]",2,2026-09-02 15:54:46.997448+00,2026-09-02 15:54:46.997448+00,"<p> \( -\frac{2}{3}\,\mathrm{kg\,m\,s^{-1}} \) </p>"
676761cc-3f17-4f14-8a74-df5ed53ee34f,17d1d766-70d6-4d51-90e1-595b8ad78150,a,"[{""html"":""<p>25 kJ</p>"",""type"":""text""}]",1,2026-08-31 07:03:05.960357+00,2026-08-31 07:03:05.960357+00,<p>25 kJ</p>
67886ae8-e3d5-4ba8-be61-a11862b8721b,20ada7fd-c49a-4b22-aa77-58d0f79e76aa,b,"[{""html"":""<p>2 × 10²³</p>"",""type"":""text""}]",2,2026-08-31 07:52:25.582023+00,2026-08-31 07:52:25.582023+00,<p>2 × 10²³</p>
6794c1b2-0cc1-40e7-a679-b6ca9be430e8,cedb1a53-0d2c-41a8-8d0b-e7280c64e129,a,"[{""html"":""<p> Statements (i) and (ii) are true only.</p>"",""type"":""text""}]",1,2026-08-31 06:52:22.751391+00,2026-08-31 06:52:22.751391+00,<p> Statements (i) and (ii) are true only.</p>
67a22350-43e1-4214-9d9d-475a2dd064f6,db7ee58c-3b30-44a7-97d0-c6fd56b46654,b,"[{""html"":""<p>Exarch</p>"",""type"":""text""}]",2,2026-09-02 08:26:31.174978+00,2026-09-02 08:26:31.174978+00,<p>Exarch</p>
6834c739-92fc-4df9-ace5-a4095a8cbee5,40bc21f6-d6f2-4199-90c9-8d07f5199194,d,"[{""html"":""<p>Pectin deposits at corners</p>"",""type"":""text""}]",4,2026-09-02 08:20:21.127172+00,2026-09-02 08:20:21.127172+00,<p>Pectin deposits at corners</p>
6849e4e8-c902-4330-9e58-8b57d9774298,de6bba7a-858d-421e-ba75-f58f0da5e657,c,"[{""html"":""<p>96 N, 96 N</p>"",""type"":""text""}]",3,2026-09-01 12:14:09.79007+00,2026-09-01 12:14:09.79007+00,"<p>96 N, 96 N</p>"
68a71f24-fdf1-486b-a278-913c43c6a718,df702063-5b04-418b-9a14-dc2195454242,b,"[{""html"":""<p>Trigonal bipyramidal, see-saw</p>"",""type"":""text""}]",2,2026-09-03 07:07:57.377766+00,2026-09-03 07:07:57.377766+00,"<p>Trigonal bipyramidal, see-saw</p>"
68d58896-3f11-4d5f-8460-dcdf8c981955,abf90255-e3d3-4502-8c4e-572c93f4162c,b,"[{""html"":""<p> \\( 1.67 \\times 10^{-24}\\,\\mathrm{kg} \\) </p>"",""type"":""text""}]",2,2026-08-31 08:15:59.485177+00,2026-08-31 08:15:59.485177+00,"<p> \( 1.67 \times 10^{-24}\,\mathrm{kg} \) </p>"
68f1e30c-1de5-485c-b0c2-af079b36ce8e,2f34267b-87be-4b1e-a4f4-78158dc0d55b,a,"[{""html"":""\\( 2\\,\\text{m s}^{-2}; \\tan^{-1}(3/4)\\ with\\ 6\\,\\text{N}\\ \\text{force} \\)"",""type"":""text""}]",1,2026-09-03 08:34:44.073861+00,2026-09-03 08:34:44.073861+00,"\( 2\,\text{m s}^{-2}; \tan^{-1}(3/4)\ with\ 6\,\text{N}\ \text{force} \)"
6924ec4a-fbd8-40ee-b473-226ef5a033c4,b2080d38-d715-4aba-a925-1001669ce1c4,d,"[{""html"":""<pre><code></code></pre><pre><code> \\(\\ \\dfrac{mV}{3} \\)</code></pre><pre><code></code></pre><p></p>"",""type"":""text""}]",4,2026-09-02 12:04:19.727322+00,2026-09-02 12:04:19.727322+00,<pre><code></code></pre><pre><code> \(\ \dfrac{mV}{3} \)</code></pre><pre><code></code></pre><p></p>
6926ab10-5910-4a0a-a337-15adbe5103ed,bf206b3e-5eb9-412a-8c1e-15b3b61ff0fe,d,"[{""html"":""<p>5</p>"",""type"":""text""}]",4,2026-08-31 07:31:05.322583+00,2026-08-31 07:31:05.322583+00,<p>5</p>
69670c25-dd3d-44a3-9276-9fe982582683,ea304fe9-5315-465e-b988-80e0c23d4e5f,c,"[{""html"":""<p>Flower buds</p>"",""type"":""text""}]",3,2026-09-03 08:04:54.457895+00,2026-09-03 08:04:54.457895+00,<p>Flower buds</p>
69708e08-c00f-428d-9c69-327f25950cd3,262c2e2d-6859-44ce-a5c8-09706ba4a5a4,a,"[{""html"":""<p>80.25 kJ</p>"",""type"":""text""}]",1,2026-08-31 07:25:48.31248+00,2026-08-31 07:25:48.31248+00,<p>80.25 kJ</p>
69b8f039-639d-45f8-a174-c700ee3dedaf,933b4df5-7e95-49d2-a9c9-09d718e8927a,a,"[{""html"":""<p>endodermis</p>"",""type"":""text""}]",1,2026-09-02 07:06:27.864261+00,2026-09-02 07:06:27.864261+00,<p>endodermis</p>
69b9e0d4-8ed6-4357-bfdb-966b5aa70313,4cfb9f5d-fd5f-4d38-b646-c88bc4e9527d,a,"[{""html"":""<p>II and III only</p>"",""type"":""text""}]",1,2026-08-31 06:18:08.954171+00,2026-08-31 06:18:08.954171+00,<p>II and III only</p>
69bfb844-d00a-4498-b53e-84532cb536d3,5998de2b-c057-4578-93cf-4acab72980d9,c,"[{""html"":""<p>5 pi bonds and 1 sigma bond</p>"",""type"":""text""}]",3,2026-09-01 10:56:53.645341+00,2026-09-01 10:56:53.645341+00,<p>5 pi bonds and 1 sigma bond</p>
69c0ee5a-77f0-42e0-8cac-efa77d796ee6,3a45b5da-046e-4e99-a7d0-f1d807daf9a7,a,"[{""html"":""(I) BeCl₂, (ii) CH₄"",""type"":""text""}]",1,2026-09-03 09:19:30.215683+00,2026-09-03 09:19:30.215683+00,"(I) BeCl₂, (ii) CH₄"
6a251e0d-75f9-4f46-bd56-a214c25cb638,458623ac-845c-46c0-aeda-619d98392acd,a,"[{""html"":""<p>P, S, h</p>"",""type"":""text""}]",1,2026-08-31 06:42:06.892138+00,2026-08-31 06:42:06.892138+00,"<p>P, S, h</p>"
6a5f1e63-388e-44c6-8699-87bd2d198603,812461c5-e203-4ce5-957f-86588c1fd0ef,c,"[{""html"":""<p>Law of conservation of mass</p>"",""type"":""text""}]",3,2026-08-31 06:19:41.180655+00,2026-08-31 06:19:41.180655+00,<p>Law of conservation of mass</p>
6a786728-21c6-46a5-8482-a359089488f4,8cdf069b-0639-45e2-b6e3-dacdb0269360,b,"[{""html"":""<p>Collenchyma</p>"",""type"":""text""}]",2,2026-09-02 09:52:16.016076+00,2026-09-02 09:52:16.016076+00,<p>Collenchyma</p>
6a988c3a-3a79-4d54-925c-289bbb16448a,fe86c52b-6fc9-4cb3-b331-62740c4772ae,d,"[{""html"":""<p>exarch</p>"",""type"":""text""}]",4,2026-09-01 12:21:17.922555+00,2026-09-01 12:21:17.922555+00,<p>exarch</p>
6abd7422-8701-4699-b8c7-a02985a68f37,eeb3eff7-977b-4a82-8e2c-385bc6c6cc97,c,"[{""html"":""<p> \\( 11.7\\,\\mathrm{cm^3} \\) </p>"",""type"":""text""}]",3,2026-08-31 08:39:31.972948+00,2026-08-31 08:39:31.972948+00,"<p> \( 11.7\,\mathrm{cm^3} \) </p>"
6b7f167a-f654-41e9-93d0-3844dc9d8e3c,6ff4512d-a88e-4a1c-979a-4724fba4bd38,a,"[{""html"":""<p> \\( \\mu Mg \\) </p>"",""type"":""text""}]",1,2026-09-01 07:46:52.016911+00,2026-09-01 07:46:52.016911+00,<p> \( \mu Mg \) </p>
6b970009-b82a-4bd3-b9d5-7bbad0260a75,53593b3f-eef1-4d36-ba3d-46b8cf69a162,c,"[{""html"":""<p>−0.75</p>"",""type"":""text""}]",3,2026-09-03 08:28:16.641147+00,2026-09-03 08:28:16.641147+00,<p>−0.75</p>
6bd647c2-de99-4ae2-8ba4-d0670f6f9ef2,5709f06c-d6c6-4d81-affe-4c8f8d2d70a2,d,"[{""html"":""<p>All of these</p>"",""type"":""text""}]",4,2026-08-31 09:02:35.494528+00,2026-08-31 09:02:35.494528+00,<p>All of these</p>
6bf03f28-dcee-4b3e-92fb-275d88f9490d,d84d0e03-c47a-4819-861e-db04e4eeaf83,a,"[{""html"":""<p>It is at rest.</p>"",""type"":""text""}]",1,2026-09-03 07:31:32.700771+00,2026-09-03 07:31:32.700771+00,<p>It is at rest.</p>
6c24ae36-cdf1-4eb1-9e64-1626f9086ffe,3d391fb6-fdec-4246-9a53-767627ae612a,b,"[{""html"":""<p>inferior</p>"",""type"":""text""}]",2,2026-09-01 12:27:33.53062+00,2026-09-01 12:27:33.53062+00,<p>inferior</p>
6c35624f-7088-4ff4-a93e-0dbbab748ce4,8ad3c4a7-01cf-4e9b-b9ba-1369053d2930,d,"[{""html"":""<p>twisted</p>"",""type"":""text""}]",4,2026-09-01 12:33:25.034582+00,2026-09-01 12:33:25.034582+00,<p>twisted</p>
6c61cf9b-e1fd-4f96-bd38-268a88994851,2ec62376-d232-47a5-abd3-ae51c359fb11,c,"[{""html"":""<p>kilogram<br><br></p>"",""type"":""text""}]",3,2026-08-31 06:31:11.802563+00,2026-08-31 06:31:11.802563+00,<p>kilogram<br><br></p>
6c927e81-4506-459c-9e36-c99a7e7549ad,83a6d3c8-7493-4660-9b45-3cb8edac3a19,a,"[{""html"":""<p>Can keep the body in equilibrium if 2 N and 3 N act at right angle.</p>"",""type"":""text""}]",1,2026-09-03 06:47:41.991358+00,2026-09-03 06:47:41.991358+00,<p>Can keep the body in equilibrium if 2 N and 3 N act at right angle.</p>
6ca3cf34-4e8e-49dc-8f30-30db1068c406,9116a380-cf75-4e45-9bac-79011cb7f78d,c,"[{""html"":""<p>carrier</p>"",""type"":""text""}]",3,2026-08-31 09:11:08.242235+00,2026-08-31 09:11:08.242235+00,<p>carrier</p>
6cc2aa76-29d3-498b-a7c6-cc531c163562,db00423c-00a8-45de-b0a7-1234df3860fa,b,"[{""html"":""<p>4.8 × 10²⁴</p>"",""type"":""text""}]",2,2026-08-31 06:47:50.91453+00,2026-08-31 06:47:50.91453+00,<p>4.8 × 10²⁴</p>
6ccdbdf5-7584-4cf2-9507-8fc8e3fd6841,81a5f3fa-758b-46b3-8d59-b8c7fab9edb1,a,"[{""html"":""<p>Malvaceae<br></p>"",""type"":""text""}]",1,2026-09-02 09:58:02.341807+00,2026-09-02 09:58:02.341807+00,<p>Malvaceae<br></p>
6d2e33cd-8251-4793-b955-648e0b0001d5,5998de2b-c057-4578-93cf-4acab72980d9,a,"[{""html"":""<p>6 sigma and 2 pi bonds</p>"",""type"":""text""}]",1,2026-09-01 10:56:53.645341+00,2026-09-01 10:56:53.645341+00,<p>6 sigma and 2 pi bonds</p>
6d4ce21b-854b-4ab1-b1f0-6c7453cbde20,3c144bde-c530-4dc4-ab53-15a688434a23,b,"[{""html"":""<p>Li₂</p>"",""type"":""text""}]",2,2026-09-03 07:37:08.233482+00,2026-09-03 07:37:08.233482+00,<p>Li₂</p>
6d67bb5f-d631-46bd-91c6-b7650c528ff9,9154f220-8c26-43d0-b9af-6e3e9d08f151,d,"[{""html"":""<p>1.61 × 10¹⁹</p>"",""type"":""text""}]",4,2026-08-31 06:50:09.836763+00,2026-08-31 06:50:09.836763+00,<p>1.61 × 10¹⁹</p>
