id,question_id,option_key,content,raw_text,sort_order
46b74a69-9741-4cee-b3ee-6fd60ad182cc,db9f7e7d-ab8a-4082-949c-2a954750a5b7,a,"[{""type"": ""text"", ""html"": ""<p>\\(45^\\circ\\)</p>""}]",\(45^\circ\),1
095aef74-b85d-4ed0-8274-cb5e0ff53045,db9f7e7d-ab8a-4082-949c-2a954750a5b7,b,"[{""type"": ""text"", ""html"": ""<p>\\(90^\\circ\\)</p>""}]",\(90^\circ\),2
e0dad352-faee-4a17-9ffd-9328d10559ad,db9f7e7d-ab8a-4082-949c-2a954750a5b7,c,"[{""type"": ""text"", ""html"": ""<p>\\(30^\\circ\\)</p>""}]",\(30^\circ\),3
5711ce49-0267-4bcf-b98e-c9fc24ac6775,db9f7e7d-ab8a-4082-949c-2a954750a5b7,d,"[{""type"": ""text"", ""html"": ""<p>\\(60^\\circ\\)</p>""}]",\(60^\circ\),4
8507c583-076a-463d-9d2d-1752761af982,8be4af71-95d9-4970-ac73-1d734f633893,a,"[{""type"": ""text"", ""html"": ""<p>\\(R_{\\text{max}} = \\frac{u^2}{g}\\)</p>""}]",\(R_{\text{max}} = \frac{u^2}{g}\),1
7c25a267-0076-4888-a136-30a93853e026,8be4af71-95d9-4970-ac73-1d734f633893,b,"[{""type"": ""text"", ""html"": ""<p>\\(R_{\\text{max}} = \\frac{u^2}{2g}\\)</p>""}]",\(R_{\text{max}} = \frac{u^2}{2g}\),2
03299d49-6048-4cba-97e5-52b6cd9f9c62,8be4af71-95d9-4970-ac73-1d734f633893,c,"[{""type"": ""text"", ""html"": ""<p>\\(R_{\\text{max}} = \\frac{2u^2}{g}\\)</p>""}]",\(R_{\text{max}} = \frac{2u^2}{g}\),3
7ec1004a-1f21-4954-a1c7-43ff6a24b970,8be4af71-95d9-4970-ac73-1d734f633893,d,"[{""type"": ""text"", ""html"": ""<p>\\(R_{\\text{max}} = \\frac{u}{g}\\)</p>""}]",\(R_{\text{max}} = \frac{u}{g}\),4
7e8f1536-a8c6-47f2-bad7-ddd3c57847b3,d8eaa449-95e6-4f7a-b5f2-27400269aab1,a,"[{""type"": ""text"", ""html"": ""<p>\\(H = \\frac{R_{\\text{max}}}{4}\\)</p>""}]",\(H = \frac{R_{\text{max}}}{4}\),1
bd2197d4-6fa3-4bfd-afb9-afe0827280d4,d8eaa449-95e6-4f7a-b5f2-27400269aab1,b,"[{""type"": ""text"", ""html"": ""<p>\\(H = \\frac{R_{\\text{max}}}{2}\\)</p>""}]",\(H = \frac{R_{\text{max}}}{2}\),2
e72cdc44-85f6-422d-a4e7-21d14d5697dd,d8eaa449-95e6-4f7a-b5f2-27400269aab1,c,"[{""type"": ""text"", ""html"": ""<p>\\(H = R_{\\text{max}}\\) </p>""}]",\(H = R_{\text{max}}\) ,3
fe4cea50-52c7-48ed-b43a-5acf7b68f82b,d8eaa449-95e6-4f7a-b5f2-27400269aab1,d,"[{""type"": ""text"", ""html"": ""<p>\\(H = 4R_{\\text{max}}\\)</p>""}]",\(H = 4R_{\text{max}}\),4
7ec1652c-d910-41cf-a9ad-c9e096638743,b46dfcef-b0d7-428f-a5c9-59303dd90f7d,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\theta\\) and \\((90^\\circ - \\theta)\\)</p>""}]",\(\theta\) and \((90^\circ - \theta)\),1
dacc3d28-6985-4d74-8920-96f8eef46ee5,b46dfcef-b0d7-428f-a5c9-59303dd90f7d,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\theta\\) and \\((180^\\circ - \\theta)\\)</p>""}]",\(\theta\) and \((180^\circ - \theta)\),2
2ae6e1d1-0fa5-4dcb-9bd8-21fb2959f737,b46dfcef-b0d7-428f-a5c9-59303dd90f7d,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\theta\\) and \\((45^\\circ - \\theta)\\)</p>""}]",\(\theta\) and \((45^\circ - \theta)\),3
bec9537f-2257-4705-9bb7-65137b91baa7,b46dfcef-b0d7-428f-a5c9-59303dd90f7d,d,"[{""type"": ""text"", ""html"": ""<p>\\(\\theta\\) and \\((60^\\circ - \\theta)\\)</p>""}]",\(\theta\) and \((60^\circ - \theta)\),4
63cd2ae8-b28b-45e9-8c84-c49a10da7cfc,37d3c4e3-7dfb-4ed8-9cd5-b8abf490edac,a,"[{""type"": ""text"", ""html"": ""<p>\\(T_1 T_2 = \\frac{2R}{g}\\)</p>""}]",\(T_1 T_2 = \frac{2R}{g}\),1
0c0a735c-e5e8-4296-94ae-60a78349276d,37d3c4e3-7dfb-4ed8-9cd5-b8abf490edac,b,"[{""type"": ""text"", ""html"": ""<p>\\(T_1 T_2 = \\frac{R}{2g}\\)</p>""}]",\(T_1 T_2 = \frac{R}{2g}\),2
d6b12838-8d63-4216-8f3c-60a292bbd375,37d3c4e3-7dfb-4ed8-9cd5-b8abf490edac,c,"[{""type"": ""text"", ""html"": ""<p>\\(T_1 + T_2 = \\frac{R}{g}\\)</p>""}]",\(T_1 + T_2 = \frac{R}{g}\),3
d8f91cd2-f872-401f-aea5-4a89b4c68822,37d3c4e3-7dfb-4ed8-9cd5-b8abf490edac,d,"[{""type"": ""text"", ""html"": ""<p>\\(T_1 T_2 = \\frac{R^2}{g}\\)</p>""}]",\(T_1 T_2 = \frac{R^2}{g}\),4
7f4c64cb-7baf-4b85-b4b1-36d4c8f3abc3,a45cc308-7f97-4162-8f79-242da4805215,a,"[{""type"": ""text"", ""html"": ""<p>\\(y = x\\tan\\theta - \\frac{g x^2}{2u^2\\cos^2\\theta} = x\\tan\\theta\\left(1 - \\frac{x}{R}\\right)\\)</p>""}]",\(y = x\tan\theta - \frac{g x^2}{2u^2\cos^2\theta} = x\tan\theta\left(1 - \frac{x}{R}\right)\),1
f3b21d7a-ceaf-4545-931d-74445a1c1fd3,a45cc308-7f97-4162-8f79-242da4805215,b,"[{""type"": ""text"", ""html"": ""<p>\\(y = x\\cot\\theta - \\frac{g x^2}{2u^2\\sin^2\\theta}\\)</p>""}]",\(y = x\cot\theta - \frac{g x^2}{2u^2\sin^2\theta}\),2
b56bf56c-d82a-40d8-bd05-73210e138ab6,a45cc308-7f97-4162-8f79-242da4805215,c,"[{""type"": ""text"", ""html"": ""<p>\\(y = x\\sin\\theta - gx^2\\)</p>""}]",\(y = x\sin\theta - gx^2\),3
e612e50f-87dd-4355-9137-491576a86631,a45cc308-7f97-4162-8f79-242da4805215,d,"[{""type"": ""text"", ""html"": ""<p>\\(y = x\\cos\\theta - \\frac{gx^2}{u^2}\\)</p>""}]",\(y = x\cos\theta - \frac{gx^2}{u^2}\),4
0d8943d2-0926-4e6d-98c4-ec39c4eff97a,4c1d353a-bc6d-4898-a035-9e2ed4b99eee,a,"[{""type"": ""text"", ""html"": ""<p>\\(T = \\frac{2(20)\\sin 30^\\circ}{10} = 2 \\text{ s}\\)</p>""}]",\(T = \frac{2(20)\sin 30^\circ}{10} = 2 \text{ s}\),1
8703d7c2-9aef-4e3f-9699-48f80fb910fa,4c1d353a-bc6d-4898-a035-9e2ed4b99eee,b,"[{""type"": ""text"", ""html"": ""<p>\\(4 \\text{ s}\\)</p>""}]",\(4 \text{ s}\),2
aae1958c-c240-492c-b85e-823dbe7c91d3,4c1d353a-bc6d-4898-a035-9e2ed4b99eee,c,"[{""type"": ""text"", ""html"": ""<p>\\(1 \\text{ s}\\)</p>""}]",\(1 \text{ s}\),3
f4da0963-137f-4099-b10c-3d977028ff0b,4c1d353a-bc6d-4898-a035-9e2ed4b99eee,d,"[{""type"": ""text"", ""html"": ""<p>\\(3 \\text{ s}\\)</p>""}]",\(3 \text{ s}\),4
4083833a-e1c1-4bda-8dd2-e08193d28d92,48b460b4-8053-44f0-9401-29333c0eac58,a,"[{""type"": ""text"", ""html"": ""<p>The highest point of the trajectory</p>""}]",The highest point of the trajectory,1
75dfd2f4-671d-442e-ad03-7458509875a3,48b460b4-8053-44f0-9401-29333c0eac58,b,"[{""type"": ""text"", ""html"": ""<p>The point of launch</p>""}]",The point of launch,2
9ec086b3-9afe-4fb5-9c04-b6b1be4ec715,48b460b4-8053-44f0-9401-29333c0eac58,c,"[{""type"": ""text"", ""html"": ""<p>The point of landing</p>""}]",The point of landing,3
a18525c7-baa2-4ab4-a498-77789419fe5f,48b460b4-8053-44f0-9401-29333c0eac58,d,"[{""type"": ""text"", ""html"": ""<p>Never</p>""}]",Never,4
baccc2e1-6098-466c-89dd-7b2871327b2a,3d50c632-0e54-467f-beee-98a4a6e66c2d,a,"[{""type"": ""text"", ""html"": ""<p>\\(K' = K\\cos^2 60^\\circ = \\frac{K}{4}\\)</p>""}]",\(K' = K\cos^2 60^\circ = \frac{K}{4}\),1
a5e7622d-9d1a-43b4-93c8-3871b188b96b,3d50c632-0e54-467f-beee-98a4a6e66c2d,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\frac{K}{2}\\)</p>""}]",\(\frac{K}{2}\),2
bcde11fd-1c66-44e0-9eb4-209d0859dc5a,3d50c632-0e54-467f-beee-98a4a6e66c2d,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\frac{3K}{4}\\)</p>""}]",\(\frac{3K}{4}\),3
7419dffd-e7bd-401d-aae6-6eb01386c0f6,3d50c632-0e54-467f-beee-98a4a6e66c2d,d,"[{""type"": ""text"", ""html"": ""<p>\\(K\\)</p>""}]",\(K\),4
26ffc467-7afe-4202-92f3-35bbb3c154f2,2bd953b2-a179-4a61-b730-43ca3f4382c5,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\theta = 60^\\circ\\) (since \\(u\\cos\\theta = u/2 \\Rightarrow \\cos\\theta = 1/2\\))</p>""}]",\(\theta = 60^\circ\) (since \(u\cos\theta = u/2 \Rightarrow \cos\theta = 1/2\)),1
6bc11cee-9ced-477d-80ab-702a14eb80f6,2bd953b2-a179-4a61-b730-43ca3f4382c5,b,"[{""type"": ""text"", ""html"": ""<p>\\(30^\\circ\\)</p>""}]",\(30^\circ\),2
38dad481-9f46-4e4e-8777-065e05fff44b,2bd953b2-a179-4a61-b730-43ca3f4382c5,c,"[{""type"": ""text"", ""html"": ""<p>\\(45^\\circ\\)</p>""}]",\(45^\circ\),3
c569211f-f589-4795-bd8e-fef9273f108f,2bd953b2-a179-4a61-b730-43ca3f4382c5,d,"[{""type"": ""text"", ""html"": ""<p>\\(90^\\circ\\)</p>""}]",\(90^\circ\),4
6d76b38b-150a-4b51-a1d8-11d4f1756ddc,41e6ee3b-6709-43b2-9436-5a065de7d4d6,a,"[{""type"": ""text"", ""html"": ""<p>Speed and kinetic energy</p>""}]",Speed and kinetic energy,1
6859073f-8b8e-494d-bfee-7039c11f93da,41e6ee3b-6709-43b2-9436-5a065de7d4d6,b,"[{""type"": ""text"", ""html"": ""<p>Velocity and acceleration</p>""}]",Velocity and acceleration,2
3b0e5d17-1aa4-42ab-ac54-ce6dbaca39ed,41e6ee3b-6709-43b2-9436-5a065de7d4d6,c,"[{""type"": ""text"", ""html"": ""<p>Momentum and displacement</p>""}]",Momentum and displacement,3
24ec1fd8-33f0-4478-b798-a46b9f53265f,41e6ee3b-6709-43b2-9436-5a065de7d4d6,d,"[{""type"": ""text"", ""html"": ""<p>Force and velocity</p>""}]",Force and velocity,4
7caa7c70-116f-4fc8-b64e-32db8144c77d,e31f0588-6af4-4ec3-a5b8-888b856db25a,a,"[{""type"": ""text"", ""html"": ""<p>Towards the centre along the radius (\\(a_c = \\frac{v^2}{R} = \\omega^2 R\\))</p>""}]",Towards the centre along the radius (\(a_c = \frac{v^2}{R} = \omega^2 R\)),1
5817e5a3-8953-4b44-92e2-18f703628382,e31f0588-6af4-4ec3-a5b8-888b856db25a,b,"[{""type"": ""text"", ""html"": ""<p>Away from the centre</p>""}]",Away from the centre,2
93bbc0b7-5bf3-4ba5-8c96-65c9898e7bd5,e31f0588-6af4-4ec3-a5b8-888b856db25a,c,"[{""type"": ""text"", ""html"": ""<p>Tangentially along the path</p>""}]",Tangentially along the path,3
ae424c7a-0e88-4ea2-9f2f-ba1476ec1477,e31f0588-6af4-4ec3-a5b8-888b856db25a,d,"[{""type"": ""text"", ""html"": ""<p>Parallel to angular velocity</p>""}]",Parallel to angular velocity,4
b740e518-8115-41ee-812d-58e9a307fbba,6942dffd-9ffd-4b99-b4f1-8e2f9489d4c2,a,"[{""type"": ""text"", ""html"": ""<p>\\(v = \\omega r\\) or \\(\\vec{v} = \\vec{\\omega} \\times \\vec{r}\\)</p>""}]",\(v = \omega r\) or \(\vec{v} = \vec{\omega} \times \vec{r}\),1
57630d45-d29e-4dfa-b36b-78d9df624d31,6942dffd-9ffd-4b99-b4f1-8e2f9489d4c2,b,"[{""type"": ""text"", ""html"": ""<p>\\(v = \\frac{\\omega}{r}\\)</p>""}]",\(v = \frac{\omega}{r}\),2
7fcc7740-36fe-496b-bc2e-41649777fbc9,6942dffd-9ffd-4b99-b4f1-8e2f9489d4c2,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\omega = v r\\)</p>""}]",\(\omega = v r\),3
9658f8d7-4d34-4ea4-a10c-6e5085c3e808,6942dffd-9ffd-4b99-b4f1-8e2f9489d4c2,d,"[{""type"": ""text"", ""html"": ""<p>\\(v = \\omega^2 r\\)</p>""}]",\(v = \omega^2 r\),4
bb6a2d8b-d842-40f3-8846-0e9bc1cc6c08,4600b449-dd9c-4339-9555-8f06f020f08f,a,"[{""type"": ""text"", ""html"": ""<p>Radian (rad)</p>""}]",Radian (rad),1
9de34b40-31e0-4ed4-a1d6-9377528f82f1,4600b449-dd9c-4339-9555-8f06f020f08f,b,"[{""type"": ""text"", ""html"": ""<p>Degree</p>""}]",Degree,2
1289fc8c-990c-43f2-a5c9-09d48909e468,4600b449-dd9c-4339-9555-8f06f020f08f,c,"[{""type"": ""text"", ""html"": ""<p>Revolution</p>""}]",Revolution,3
359f871f-4fef-404b-b4b7-2cb363b695b3,4600b449-dd9c-4339-9555-8f06f020f08f,d,"[{""type"": ""text"", ""html"": ""<p>Meter</p>""}]",Meter,4
bc86e2ed-783b-4765-bcad-f74e02f6e9f0,b2903bde-1b35-4420-8131-3b4b0b653d02,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\text{rad}\\cdot\\text{s}^{-1}\\)</p>""}]",\(\text{rad}\cdot\text{s}^{-1}\),1
8b93afc6-c210-465f-9088-5027a21e201b,b2903bde-1b35-4420-8131-3b4b0b653d02,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\text{m}\\cdot\\text{s}^{-1}\\)</p>""}]",\(\text{m}\cdot\text{s}^{-1}\),2
da1394b6-07f8-453e-a04d-99c3bb8f0795,b2903bde-1b35-4420-8131-3b4b0b653d02,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\text{rad}\\cdot\\text{s}^{-2}\\)</p>""}]",\(\text{rad}\cdot\text{s}^{-2}\),3
4f956eae-0688-4a33-8cf9-adbdccbdc350,b2903bde-1b35-4420-8131-3b4b0b653d02,d,"[{""type"": ""text"", ""html"": ""<p>\\(\\text{s}^{-1}\\)</p>""}]",\(\text{s}^{-1}\),4
1a0ab201-e540-4579-bc36-3c1838be7f52,180c044f-84c5-4b03-a51f-05989d669663,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\omega = \\frac{2\\pi}{T} = 2\\pi\\nu\\)</p>""}]",\(\omega = \frac{2\pi}{T} = 2\pi\nu\),1
1245c3d2-da38-485c-9d84-9f78fde753ca,180c044f-84c5-4b03-a51f-05989d669663,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\omega = 2\\pi T\\)</p>""}]",\(\omega = 2\pi T\),2
5b0f03c3-2488-492d-9236-7790d291fb6a,180c044f-84c5-4b03-a51f-05989d669663,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\omega = \\frac{\\nu}{2\\pi}\\)</p>""}]",\(\omega = \frac{\nu}{2\pi}\),3
af8603b8-c7bd-4c04-a3c0-317ba320c33a,180c044f-84c5-4b03-a51f-05989d669663,d,"[{""type"": ""text"", ""html"": ""<p>\\(T = 2\\pi\\omega\\)</p>""}]",\(T = 2\pi\omega\),4
5cfc916d-3736-4605-9253-2b66a12d7bd3,6c7497c0-e950-4bf5-b59c-37374924ba41,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\omega = \\frac{120 \\times 2\\pi}{60} = 4\\pi \\approx 12.57 \\text{ rad/s}\\)</p>""}]",\(\omega = \frac{120 \times 2\pi}{60} = 4\pi \approx 12.57 \text{ rad/s}\),1
0d88b0bf-080e-467c-8f43-51a406760c9a,6c7497c0-e950-4bf5-b59c-37374924ba41,b,"[{""type"": ""text"", ""html"": ""<p>\\(2\\pi \\text{ rad/s}\\)</p>""}]",\(2\pi \text{ rad/s}\),2
1a95d6b7-df39-4f50-8c97-73fe0c162d16,6c7497c0-e950-4bf5-b59c-37374924ba41,c,"[{""type"": ""text"", ""html"": ""<p>\\(8\\pi \\text{ rad/s}\\)</p>""}]",\(8\pi \text{ rad/s}\),3
15c11e6b-e313-4706-ac19-4d040a6742d4,6c7497c0-e950-4bf5-b59c-37374924ba41,d,"[{""type"": ""text"", ""html"": ""<p>\\(120 \\text{ rad/s}\\)</p>""}]",\(120 \text{ rad/s}\),4
abf77d17-57da-4d52-b0fb-0546281956e6,0aeb45a8-3314-4316-a121-e8fc69520666,a,"[{""type"": ""text"", ""html"": ""<p>\\(a_c = \\frac{v^2}{r} = \\frac{100}{2} = 50 \\text{ m/s}^2\\)</p>""}]",\(a_c = \frac{v^2}{r} = \frac{100}{2} = 50 \text{ m/s}^2\),1
668620f6-844d-40a9-9013-2109c3b6f6f8,0aeb45a8-3314-4316-a121-e8fc69520666,b,"[{""type"": ""text"", ""html"": ""<p>\\(20 \\text{ m/s}^2\\)</p>""}]",\(20 \text{ m/s}^2\),2
cf917b27-8885-49d5-91b3-211373b65a6f,0aeb45a8-3314-4316-a121-e8fc69520666,c,"[{""type"": ""text"", ""html"": ""<p>\\(5 \\text{ m/s}^2\\)</p>""}]",\(5 \text{ m/s}^2\),3
f9259b16-1e7e-44e7-96c9-d6aed9ab1cef,0aeb45a8-3314-4316-a121-e8fc69520666,d,"[{""type"": ""text"", ""html"": ""<p>\\(100 \\text{ m/s}^2\\)</p>""}]",\(100 \text{ m/s}^2\),4
cbea15a3-7944-4134-92e4-f593603cf1da,f4c90f2e-dcb6-4a79-9f44-0ecaadcca230,a,"[{""type"": ""text"", ""html"": ""<p>8 times (\\(a_c' = \\frac{(2v)^2}{r/2} = 8\\frac{v^2}{r}\\))</p>""}]",8 times (\(a_c' = \frac{(2v)^2}{r/2} = 8\frac{v^2}{r}\)),1
8b7e37ef-54dd-45db-906d-1809d0f922f3,f4c90f2e-dcb6-4a79-9f44-0ecaadcca230,b,"[{""type"": ""text"", ""html"": ""<p>4 times</p>""}]",4 times,2
50960e5f-56bb-4613-b812-d1f20e133d26,f4c90f2e-dcb6-4a79-9f44-0ecaadcca230,c,"[{""type"": ""text"", ""html"": ""<p>2 times</p>""}]",2 times,3
5a86b6cf-d60a-4537-9946-f1e2c8ae8a9f,f4c90f2e-dcb6-4a79-9f44-0ecaadcca230,d,"[{""type"": ""text"", ""html"": ""<p>16 times</p>""}]",16 times,4
1f75ab39-f65c-4558-b4c4-d1b2938b42e1,1b294e7b-441e-4fd6-b052-0774e289abba,a,"[{""type"": ""text"", ""html"": ""<p>Centripetal (radial) acceleration \\(a_r\\) and tangential acceleration \\(a_t\\) (\\(a = \\sqrt{a_r^2 + a_t^2}\\))</p>""}]",Centripetal (radial) acceleration \(a_r\) and tangential acceleration \(a_t\) (\(a = \sqrt{a_r^2 + a_t^2}\)),1
e0ead1d4-7c40-48d1-8390-5a2705de9bcb,1b294e7b-441e-4fd6-b052-0774e289abba,b,"[{""type"": ""text"", ""html"": ""<p>Radial acceleration only</p>""}]",Radial acceleration only,2
0a5f78ff-ce96-4af8-9f24-5e7931db458f,1b294e7b-441e-4fd6-b052-0774e289abba,c,"[{""type"": ""text"", ""html"": ""<p>Tangential acceleration only</p>""}]",Tangential acceleration only,3
7b0c42b0-94f5-4c62-a64c-f25a396bf6ba,1b294e7b-441e-4fd6-b052-0774e289abba,d,"[{""type"": ""text"", ""html"": ""<p>Angular velocity only</p>""}]",Angular velocity only,4
626d046c-d820-4ee6-b9be-8facc27fd1f3,68c7fa05-e53e-477a-86cd-0401bc8de4d7,a,"[{""type"": ""text"", ""html"": ""<p>Magnitude of linear velocity (speed)</p>""}]",Magnitude of linear velocity (speed),1
4bc15c72-bf5a-479e-8f45-50dd8862537e,68c7fa05-e53e-477a-86cd-0401bc8de4d7,b,"[{""type"": ""text"", ""html"": ""<p>Direction of velocity only</p>""}]",Direction of velocity only,2
00ae92ff-c4db-49d5-9c4f-499019f49de9,68c7fa05-e53e-477a-86cd-0401bc8de4d7,c,"[{""type"": ""text"", ""html"": ""<p>Radius of curvature</p>""}]",Radius of curvature,3
4d6b8112-4950-4561-8416-5887a8586fd3,68c7fa05-e53e-477a-86cd-0401bc8de4d7,d,"[{""type"": ""text"", ""html"": ""<p>Mass of particle</p>""}]",Mass of particle,4
81023349-f1cb-4a39-8acf-2aa2b9027bc6,c6332d79-747f-479e-a8b8-0b1f7a533f80,a,"[{""type"": ""text"", ""html"": ""<p>Direction of linear velocity</p>""}]",Direction of linear velocity,1
20f2734a-da6c-4619-b566-6c3655184fcb,c6332d79-747f-479e-a8b8-0b1f7a533f80,b,"[{""type"": ""text"", ""html"": ""<p>Magnitude of linear velocity</p>""}]",Magnitude of linear velocity,2
2db064e0-6837-4205-b44a-d7e1221a4c34,c6332d79-747f-479e-a8b8-0b1f7a533f80,c,"[{""type"": ""text"", ""html"": ""<p>Time period of motion</p>""}]",Time period of motion,3
79247d42-5dae-415c-9cd1-1dbcca266324,c6332d79-747f-479e-a8b8-0b1f7a533f80,d,"[{""type"": ""text"", ""html"": ""<p>Mass of particle</p>""}]",Mass of particle,4
5c9f28df-9cdd-48d2-8cbc-d4bac1417e8a,bd3bda11-5057-446c-adfb-f93c4c40dcee,a,"[{""type"": ""text"", ""html"": ""<p>A-(iv), B-(i), C-(ii), D-(iii)</p>""}]","A-(iv), B-(i), C-(ii), D-(iii)",1
50e906ed-f26f-4697-8632-98b0ba986dbb,bd3bda11-5057-446c-adfb-f93c4c40dcee,b,"[{""type"": ""text"", ""html"": ""<p>A-(i), B-(ii), C-(iii), D-(iv)</p>""}]","A-(i), B-(ii), C-(iii), D-(iv)",2
43faa03c-ada2-4a8a-94b9-83a667aee123,bd3bda11-5057-446c-adfb-f93c4c40dcee,c,"[{""type"": ""text"", ""html"": ""<p>A-(ii), B-(iv), C-(i), D-(iii)</p>""}]","A-(ii), B-(iv), C-(i), D-(iii)",3
63b4484a-4acd-48c5-9ea0-080b03b73368,bd3bda11-5057-446c-adfb-f93c4c40dcee,d,"[{""type"": ""text"", ""html"": ""<p>A-(iii), B-(i), C-(iv), D-(ii)</p>""}]","A-(iii), B-(i), C-(iv), D-(ii)",4
89366350-0b23-4583-a687-b3440819d19d,b8e98df4-324f-47df-b06f-1b7e02e6f89f,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v}_{AB} = \\vec{v}_A - \\vec{v}_B\\)</p>""}]",\(\vec{v}_{AB} = \vec{v}_A - \vec{v}_B\),1
5b343754-8a15-4ba6-aaae-3b032b3896d8,b8e98df4-324f-47df-b06f-1b7e02e6f89f,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v}_{AB} = \\vec{v}_A + \\vec{v}_B\\)</p>""}]",\(\vec{v}_{AB} = \vec{v}_A + \vec{v}_B\),2
a48f5aa7-54bb-462f-a390-ba3f843310f8,b8e98df4-324f-47df-b06f-1b7e02e6f89f,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v}_{AB} = \\vec{v}_B - \\vec{v}_A\\)</p>""}]",\(\vec{v}_{AB} = \vec{v}_B - \vec{v}_A\),3
47210600-be4f-46fd-97e5-eea217dc954a,b8e98df4-324f-47df-b06f-1b7e02e6f89f,d,"[{""type"": ""text"", ""html"": ""<p>\\(\\vec{v}_{AB} = \\vec{v}_A \\times \\vec{v}_B\\)</p>""}]",\(\vec{v}_{AB} = \vec{v}_A \times \vec{v}_B\),4
6604f1df-f230-4eeb-99c2-a53a6bf1202b,7f405d88-77e2-4343-a131-d809fb92545f,a,"[{""type"": ""text"", ""html"": ""<p>\\(\\tan\\theta = \\frac{v_m}{v_r}\\)</p>""}]",\(\tan\theta = \frac{v_m}{v_r}\),1
5e40915d-0ed5-40f1-bb5d-bad62ca2e114,7f405d88-77e2-4343-a131-d809fb92545f,b,"[{""type"": ""text"", ""html"": ""<p>\\(\\tan\\theta = \\frac{v_r}{v_m}\\)</p>""}]",\(\tan\theta = \frac{v_r}{v_m}\),2
6e54ee8d-21bf-4813-951a-bdb38a9f394b,7f405d88-77e2-4343-a131-d809fb92545f,c,"[{""type"": ""text"", ""html"": ""<p>\\(\\sin\\theta = \\frac{v_m}{v_r}\\)</p>""}]",\(\sin\theta = \frac{v_m}{v_r}\),3
a69594bb-3093-4857-beff-191ff826a5e0,7f405d88-77e2-4343-a131-d809fb92545f,d,"[{""type"": ""text"", ""html"": ""<p>\\(\\cos\\theta = \\frac{v_m}{v_r}\\)</p>""}]",\(\cos\theta = \frac{v_m}{v_r}\),4
9c1b3eca-57c0-42b9-b69b-9631dbf0091f,83c6bba8-ae18-4ce3-b6d3-bcbd5e62edc2,a,"[{""type"": ""text"", ""html"": ""<p>\\(v = \\sqrt{4^2 + 3^2} = 5 \\text{ m/s}\\)</p>""}]",\(v = \sqrt{4^2 + 3^2} = 5 \text{ m/s}\),1
f4913257-2f67-45c6-a427-37f2751b6290,83c6bba8-ae18-4ce3-b6d3-bcbd5e62edc2,b,"[{""type"": ""text"", ""html"": ""<p>\\(7 \\text{ m/s}\\)</p>""}]",\(7 \text{ m/s}\),2
f243afea-5087-4f27-b1db-e59bf86d50c0,83c6bba8-ae18-4ce3-b6d3-bcbd5e62edc2,c,"[{""type"": ""text"", ""html"": ""<p>\\(1 \\text{ m/s}\\)</p>""}]",\(1 \text{ m/s}\),3
65eeaf9c-6ae9-4fae-96ec-dda22d62b251,83c6bba8-ae18-4ce3-b6d3-bcbd5e62edc2,d,"[{""type"": ""text"", ""html"": ""<p>\\(12 \\text{ m/s}\\)</p>""}]",\(12 \text{ m/s}\),4
0faa4238-4b82-4974-b7a2-f760152a7fae,b5d17b4b-dbad-4086-a742-cf6a4f3df824,a,"[{""type"": ""text"", ""html"": ""<p>Perpendicular to the river flow (\\(\\theta = 90^\\circ\\) to bank)</p>""}]",Perpendicular to the river flow (\(\theta = 90^\circ\) to bank),1
cf4bafad-3b89-4730-b729-8f49734b3a04,b5d17b4b-dbad-4086-a742-cf6a4f3df824,b,"[{""type"": ""text"", ""html"": ""<p>Upstream at an angle \\(\\theta\\)</p>""}]",Upstream at an angle \(\theta\),2
5b1ae5bc-ec21-4891-816c-2d1f00540a12,b5d17b4b-dbad-4086-a742-cf6a4f3df824,c,"[{""type"": ""text"", ""html"": ""<p>Downstream at \\(45^\\circ\\)</p>""}]",Downstream at \(45^\circ\),3
1560db4c-fcef-4d35-9f68-6719eee83279,b5d17b4b-dbad-4086-a742-cf6a4f3df824,d,"[{""type"": ""text"", ""html"": ""<p>Along the flow of river</p>""}]",Along the flow of river,4
d7250eab-5bc9-43ca-b75d-4d2ecda7fce2,b78269a8-9d1b-4d1d-bb4b-eeac06830a9e,a,"[{""type"": ""text"", ""html"": ""<p>\\(t_{\\text{min}} = \\frac{d}{v_s}\\)</p>""}]",\(t_{\text{min}} = \frac{d}{v_s}\),1
